fecha_administracion;grupo_etario;genero;vacuna;tipo_efector;dosis_1;dosis_2;id_carga;dosis_3
2020-12-29;61 a 70;M;Sputnik;Publico;1;0;;0
2020-12-29;51 a 60;M;Sputnik;Publico;49;0;;0
2020-12-29;51 a 60;F;Sputnik;Publico;82;0;;0
2020-12-29;41 a 50;M;Sputnik;Publico;79;0;;0
2020-12-29;41 a 50;F;Sputnik;Publico;132;0;;0
2020-12-29;31 a 40;M;Sputnik;Publico;91;0;;0
2020-12-29;31 a 40;F;Sputnik;Publico;125;0;;0
2020-12-29;30 o menos;M;Sputnik;Publico;38;0;;0
2020-12-29;30 o menos;F;Sputnik;Publico;68;0;;0
2020-12-29;61 a 70;F;Sputnik;Publico;2;0;;0
2020-12-30;30 o menos;F;Sputnik;Publico;94;0;;0
2020-12-30;31 a 40;F;Sputnik;Publico;138;0;;0
2020-12-30;31 a 40;M;Sputnik;Publico;104;0;;0
2020-12-30;41 a 50;F;Sputnik;Publico;149;0;;0
2020-12-30;30 o menos;M;Sputnik;Publico;45;0;;0
2020-12-30;51 a 60;M;Sputnik;Publico;56;0;;0
2020-12-30;61 a 70;F;Sputnik;Publico;1;0;;0
2020-12-30;61 a 70;M;Sputnik;Publico;2;0;;0
2020-12-30;51 a 60;F;Sputnik;Publico;91;0;;0
2020-12-30;41 a 50;M;Sputnik;Publico;87;0;;0
2020-12-31;30 o menos;F;Sputnik;Publico;3;0;;0
2020-12-31;30 o menos;M;Sputnik;Publico;7;0;;0
2020-12-31;31 a 40;F;Sputnik;Publico;15;0;;0
2020-12-31;61 a 70;F;Sputnik;Publico;1;0;;0
2020-12-31;51 a 60;M;Sputnik;Publico;6;0;;0
2020-12-31;51 a 60;F;Sputnik;Publico;7;0;;0
2020-12-31;41 a 50;M;Sputnik;Publico;12;0;;0
2020-12-31;41 a 50;F;Sputnik;Publico;14;0;;0
2020-12-31;31 a 40;M;Sputnik;Publico;12;0;;0
2021-01-01;31 a 40;F;Sputnik;Publico;1;0;;0
2021-01-01;61 a 70;M;Sputnik;Publico;1;0;;0
2021-01-02;51 a 60;M;Sputnik;Publico;23;0;;0
2021-01-02;51 a 60;F;Sputnik;Publico;51;0;;0
2021-01-02;61 a 70;F;Sputnik;Publico;1;0;;0
2021-01-02;61 a 70;M;Sputnik;Publico;1;0;;0
2021-01-02;31 a 40;M;Sputnik;Publico;54;0;;0
2021-01-02;30 o menos;F;Sputnik;Publico;28;0;;0
2021-01-02;31 a 40;F;Sputnik;Publico;94;0;;0
2021-01-02;41 a 50;M;Sputnik;Publico;47;0;;0
2021-01-02;30 o menos;M;Sputnik;Publico;14;0;;0
2021-01-02;91 o mas;F;Sputnik;Publico;1;0;;0
2021-01-02;41 a 50;F;Sputnik;Publico;66;0;;0
2021-01-03;51 a 60;M;Sputnik;Publico;8;0;;0
2021-01-03;51 a 60;F;Sputnik;Publico;16;0;;0
2021-01-03;41 a 50;M;Sputnik;Publico;11;0;;0
2021-01-03;41 a 50;F;Sputnik;Publico;28;0;;0
2021-01-03;31 a 40;M;Sputnik;Publico;22;0;;0
2021-01-03;31 a 40;F;Sputnik;Publico;40;0;;0
2021-01-03;30 o menos;F;Sputnik;Publico;14;0;;0
2021-01-03;30 o menos;M;Sputnik;Publico;8;0;;0
2021-01-04;31 a 40;F;Sputnik;Publico nacional;9;0;;0
2021-01-04;31 a 40;M;Sputnik;Privado;9;0;;0
2021-01-04;31 a 40;M;Sputnik;Publico;86;0;;0
2021-01-04;31 a 40;F;Sputnik;Publico;163;0;;0
2021-01-04;31 a 40;F;Sputnik;Privado;15;0;;0
2021-01-04;31 a 40;M;Sputnik;Publico nacional;5;0;;0
2021-01-04;30 o menos;M;Sputnik;Publico;50;0;;0
2021-01-04;30 o menos;M;Sputnik;Privado;6;0;;0
2021-01-04;30 o menos;F;Sputnik;Publico nacional;4;0;;0
2021-01-04;30 o menos;F;Sputnik;Publico;77;0;;0
2021-01-04;30 o menos;F;Sputnik;Privado;10;0;;0
2021-01-04;30 o menos;M;Sputnik;Publico nacional;1;0;;0
2021-01-04;71 a 80;F;Sputnik;Publico;1;0;;0
2021-01-04;41 a 50;F;Sputnik;Privado;10;0;;0
2021-01-04;51 a 60;M;Sputnik;Publico;64;0;;0
2021-01-04;41 a 50;F;Sputnik;Publico;140;0;;0
2021-01-04;41 a 50;F;Sputnik;Publico nacional;3;0;;0
2021-01-04;41 a 50;M;Sputnik;Privado;4;0;;0
2021-01-04;41 a 50;M;Sputnik;Publico;83;0;;0
2021-01-04;41 a 50;M;Sputnik;Publico nacional;5;0;;0
2021-01-04;51 a 60;F;Sputnik;Privado;4;0;;0
2021-01-04;51 a 60;F;Sputnik;Publico;85;0;;0
2021-01-04;51 a 60;F;Sputnik;Publico nacional;2;0;;0
2021-01-04;51 a 60;M;Sputnik;Privado;2;0;;0
2021-01-04;51 a 60;M;Sputnik;Publico nacional;1;0;;0
2021-01-04;61 a 70;M;Sputnik;Privado;1;0;;0
2021-01-05;51 a 60;F;Sputnik;Publico nacional;15;0;;0
2021-01-05;51 a 60;M;Sputnik;Privado;5;0;;0
2021-01-05;51 a 60;M;Sputnik;Publico;71;0;;0
2021-01-05;51 a 60;M;Sputnik;Publico nacional;9;0;;0
2021-01-05;41 a 50;F;Sputnik;Privado;28;0;;0
2021-01-05;31 a 40;M;Sputnik;Publico nacional;10;0;;0
2021-01-05;61 a 70;M;Sputnik;Publico;1;0;;0
2021-01-05;51 a 60;F;Sputnik;Publico;114;0;;0
2021-01-05;61 a 70;F;Sputnik;Privado;1;0;;0
2021-01-05;51 a 60;F;Sputnik;Privado;9;0;;0
2021-01-05;30 o menos;M;Sputnik;Privado;14;0;;0
2021-01-05;31 a 40;F;Sputnik;Publico;158;0;;0
2021-01-05;31 a 40;F;Sputnik;Privado;56;0;;0
2021-01-05;30 o menos;M;Sputnik;Publico nacional;4;0;;0
2021-01-05;30 o menos;M;Sputnik;Publico;51;0;;0
2021-01-05;71 a 80;F;Sputnik;Privado;1;0;;0
2021-01-05;30 o menos;F;Sputnik;Publico nacional;16;0;;0
2021-01-05;30 o menos;F;Sputnik;Publico;83;0;;0
2021-01-05;30 o menos;F;Sputnik;Privado;29;0;;0
2021-01-05;31 a 40;F;Sputnik;Publico nacional;28;0;;0
2021-01-05;31 a 40;M;Sputnik;Privado;44;0;;0
2021-01-05;61 a 70;F;Sputnik;Publico;2;0;;0
2021-01-05;41 a 50;F;Sputnik;Publico;163;0;;0
2021-01-05;41 a 50;F;Sputnik;Publico nacional;26;0;;0
2021-01-05;41 a 50;M;Sputnik;Privado;14;0;;0
2021-01-05;41 a 50;M;Sputnik;Publico;94;0;;0
2021-01-05;41 a 50;M;Sputnik;Publico nacional;11;0;;0
2021-01-05;31 a 40;M;Sputnik;Publico;141;0;;0
2021-01-06;51 a 60;M;Sputnik;Privado;8;0;;0
2021-01-06;51 a 60;M;Sputnik;Publico nacional;5;0;;0
2021-01-06;61 a 70;F;Sputnik;Publico;1;0;;0
2021-01-06;61 a 70;M;Sputnik;Publico;1;0;;0
2021-01-06;51 a 60;M;Sputnik;Publico;73;0;;0
2021-01-06;30 o menos;F;Sputnik;Privado;23;0;;0
2021-01-06;30 o menos;F;Sputnik;Publico;113;0;;0
2021-01-06;30 o menos;F;Sputnik;Publico nacional;8;0;;0
2021-01-06;30 o menos;M;Sputnik;Privado;12;0;;0
2021-01-06;30 o menos;M;Sputnik;Publico;69;0;;0
2021-01-06;51 a 60;F;Sputnik;Publico;156;0;;0
2021-01-06;41 a 50;F;Sputnik;Privado;28;0;;0
2021-01-06;41 a 50;M;Sputnik;Publico;106;0;;0
2021-01-06;30 o menos;M;Sputnik;Publico nacional;9;0;;0
2021-01-06;31 a 40;M;Sputnik;Publico nacional;17;0;;0
2021-01-06;31 a 40;M;Sputnik;Publico;135;0;;0
2021-01-06;31 a 40;M;Sputnik;Privado;44;0;;0
2021-01-06;31 a 40;F;Sputnik;Publico nacional;14;0;;0
2021-01-06;31 a 40;F;Sputnik;Publico;176;0;;0
2021-01-06;41 a 50;M;Sputnik;Privado;27;0;;0
2021-01-06;31 a 40;F;Sputnik;Privado;42;0;;0
2021-01-06;41 a 50;F;Sputnik;Publico;187;0;;0
2021-01-06;41 a 50;M;Sputnik;Publico nacional;8;0;;0
2021-01-06;51 a 60;F;Sputnik;Privado;5;0;;0
2021-01-06;51 a 60;F;Sputnik;Publico nacional;5;0;;0
2021-01-06;41 a 50;F;Sputnik;Publico nacional;8;0;;0
2021-01-07;41 a 50;F;Sputnik;Publico;235;0;;0
2021-01-07;41 a 50;M;Sputnik;Publico;134;0;;0
2021-01-07;31 a 40;M;Sputnik;Publico nacional;8;0;;0
2021-01-07;41 a 50;M;Sputnik;Publico nacional;5;0;;0
2021-01-07;51 a 60;F;Sputnik;Privado;8;0;;0
2021-01-07;31 a 40;M;Sputnik;Privado;24;0;;0
2021-01-07;41 a 50;F;Sputnik;Privado;20;0;;0
2021-01-07;31 a 40;M;Sputnik;Publico;148;0;;0
2021-01-07;31 a 40;F;Sputnik;Publico;283;0;;0
2021-01-07;51 a 60;F;Sputnik;Publico;155;0;;0
2021-01-07;30 o menos;M;Sputnik;Publico;77;0;;0
2021-01-07;30 o menos;M;Sputnik;Privado;8;0;;0
2021-01-07;30 o menos;F;Sputnik;Publico nacional;6;0;;0
2021-01-07;30 o menos;F;Sputnik;Publico;143;0;;0
2021-01-07;30 o menos;F;Sputnik;Privado;7;0;;0
2021-01-07;41 a 50;M;Sputnik;Privado;10;0;;0
2021-01-07;41 a 50;F;Sputnik;Publico nacional;4;0;;0
2021-01-07;31 a 40;F;Sputnik;Publico nacional;5;0;;0
2021-01-07;31 a 40;F;Sputnik;Privado;18;0;;0
2021-01-07;51 a 60;F;Sputnik;Publico nacional;3;0;;0
2021-01-07;51 a 60;M;Sputnik;Publico;104;0;;0
2021-01-07;51 a 60;M;Sputnik;Privado;2;0;;0
2021-01-07;51 a 60;M;Sputnik;Publico nacional;5;0;;0
2021-01-08;41 a 50;F;Sputnik;Publico;297;0;;0
2021-01-08;30 o menos;F;Sputnik;Publico nacional;24;0;;0
2021-01-08;41 a 50;F;Sputnik;Publico nacional;14;0;;0
2021-01-08;41 a 50;M;Sputnik;Publico;169;0;;0
2021-01-08;41 a 50;M;Sputnik;Publico nacional;4;0;;0
2021-01-08;51 a 60;F;Sputnik;Privado;14;0;;0
2021-01-08;30 o menos;M;Sputnik;Privado;9;0;;0
2021-01-08;30 o menos;M;Sputnik;Publico;104;0;;0
2021-01-08;51 a 60;F;Sputnik;Publico;182;0;;0
2021-01-08;51 a 60;F;Sputnik;Publico nacional;8;0;;0
2021-01-08;51 a 60;M;Sputnik;Privado;16;0;;0
2021-01-08;51 a 60;M;Sputnik;Publico;102;0;;0
2021-01-08;51 a 60;M;Sputnik;Publico nacional;5;0;;0
2021-01-08;61 a 70;F;Sputnik;Publico;3;0;;0
2021-01-08;61 a 70;M;Sputnik;Publico;4;0;;0
2021-01-08;61 a 70;M;Sputnik;Publico nacional;1;0;;0
2021-01-08;30 o menos;M;Sputnik;Publico nacional;9;0;;0
2021-01-08;30 o menos;F;Sputnik;Publico;189;0;;0
2021-01-08;41 a 50;M;Sputnik;Privado;18;0;;0
2021-01-08;31 a 40;M;Sputnik;Publico;193;0;;0
2021-01-08;41 a 50;F;Sputnik;Privado;28;0;;0
2021-01-08;31 a 40;M;Sputnik;Publico nacional;18;0;;0
2021-01-08;30 o menos;F;Sputnik;Privado;17;0;;0
2021-01-08;31 a 40;M;Sputnik;Privado;14;0;;0
2021-01-08;31 a 40;F;Sputnik;Publico nacional;28;0;;0
2021-01-08;31 a 40;F;Sputnik;Publico;356;0;;0
2021-01-08;31 a 40;F;Sputnik;Privado;16;0;;0
2021-01-09;51 a 60;F;Sputnik;Publico;36;0;;0
2021-01-09;30 o menos;M;Sputnik;Publico nacional;3;0;;0
2021-01-09;31 a 40;F;Sputnik;Publico nacional;17;0;;0
2021-01-09;31 a 40;M;Sputnik;Privado;9;0;;0
2021-01-09;31 a 40;M;Sputnik;Publico;50;0;;0
2021-01-09;31 a 40;M;Sputnik;Publico nacional;11;0;;0
2021-01-09;30 o menos;M;Sputnik;Publico;10;0;;0
2021-01-09;30 o menos;M;Sputnik;Privado;1;0;;0
2021-01-09;30 o menos;F;Sputnik;Publico nacional;13;0;;0
2021-01-09;30 o menos;F;Sputnik;Publico;24;0;;0
2021-01-09;30 o menos;F;Sputnik;Privado;3;0;;0
2021-01-09;41 a 50;F;Sputnik;Privado;2;0;;0
2021-01-09;51 a 60;M;Sputnik;Publico nacional;1;0;;0
2021-01-09;41 a 50;F;Sputnik;Publico;65;0;;0
2021-01-09;41 a 50;F;Sputnik;Publico nacional;19;0;;0
2021-01-09;41 a 50;M;Sputnik;Privado;3;0;;0
2021-01-09;41 a 50;M;Sputnik;Publico;42;0;;0
2021-01-09;41 a 50;M;Sputnik;Publico nacional;7;0;;0
2021-01-09;51 a 60;M;Sputnik;Publico;31;0;;0
2021-01-09;51 a 60;F;Sputnik;Publico nacional;5;0;;0
2021-01-09;51 a 60;F;Sputnik;Privado;3;0;;0
2021-01-09;31 a 40;F;Sputnik;Privado;4;0;;0
2021-01-09;31 a 40;F;Sputnik;Publico;81;0;;0
2021-01-10;30 o menos;F;Sputnik;Publico;36;0;;0
2021-01-10;30 o menos;M;Sputnik;Privado;9;0;;0
2021-01-10;30 o menos;M;Sputnik;Publico;24;0;;0
2021-01-10;31 a 40;F;Sputnik;Privado;28;0;;0
2021-01-10;31 a 40;F;Sputnik;Publico;123;0;;0
2021-01-10;61 a 70;M;Sputnik;Publico;2;0;;0
2021-01-10;31 a 40;M;Sputnik;Privado;17;0;;0
2021-01-10;41 a 50;F;Sputnik;Privado;12;0;;0
2021-01-10;41 a 50;F;Sputnik;Publico;90;0;;0
2021-01-10;31 a 40;M;Sputnik;Publico;72;0;;0
2021-01-10;41 a 50;M;Sputnik;Publico;44;0;;0
2021-01-10;51 a 60;F;Sputnik;Privado;1;0;;0
2021-01-10;51 a 60;F;Sputnik;Publico;57;0;;0
2021-01-10;51 a 60;M;Sputnik;Privado;3;0;;0
2021-01-10;51 a 60;M;Sputnik;Publico;28;0;;0
2021-01-10;61 a 70;M;Sputnik;Privado;1;0;;0
2021-01-10;30 o menos;F;Sputnik;Privado;12;0;;0
2021-01-10;41 a 50;M;Sputnik;Privado;9;0;;0
2021-01-11;41 a 50;M;Sputnik;Publico nacional;11;0;;0
2021-01-11;41 a 50;F;Sputnik;Publico;254;0;;0
2021-01-11;41 a 50;F;Sputnik;Publico nacional;15;0;;0
2021-01-11;41 a 50;M;Sputnik;Privado;32;0;;0
2021-01-11;41 a 50;M;Sputnik;Publico;131;0;;0
2021-01-11;51 a 60;F;Sputnik;Privado;22;0;;0
2021-01-11;61 a 70;F;Sputnik;Publico;3;0;;0
2021-01-11;51 a 60;F;Sputnik;Publico nacional;10;0;;0
2021-01-11;51 a 60;M;Sputnik;Privado;12;0;;0
2021-01-11;51 a 60;M;Sputnik;Publico;85;0;;0
2021-01-11;41 a 50;F;Sputnik;Privado;54;0;;0
2021-01-11;51 a 60;M;Sputnik;Publico nacional;7;0;;0
2021-01-11;51 a 60;F;Sputnik;Publico;174;0;;0
2021-01-11;31 a 40;M;Sputnik;Publico nacional;19;0;;0
2021-01-11;30 o menos;F;Sputnik;Publico nacional;26;0;;0
2021-01-11;31 a 40;M;Sputnik;Privado;51;0;;0
2021-01-11;31 a 40;F;Sputnik;Publico nacional;38;0;;0
2021-01-11;31 a 40;F;Sputnik;Publico;294;0;;0
2021-01-11;31 a 40;F;Sputnik;Privado;69;0;;0
2021-01-11;30 o menos;M;Sputnik;Publico nacional;9;0;;0
2021-01-11;30 o menos;M;Sputnik;Publico;83;0;;0
2021-01-11;30 o menos;M;Sputnik;Privado;19;0;;0
2021-01-11;61 a 70;M;Sputnik;Publico;2;0;;0
2021-01-11;30 o menos;F;Sputnik;Publico;203;0;;0
2021-01-11;30 o menos;F;Sputnik;Privado;29;0;;0
2021-01-11;81 a 90;M;Sputnik;Publico;1;0;;0
2021-01-11;31 a 40;M;Sputnik;Publico;195;0;;0
2021-01-12;41 a 50;F;Sputnik;Publico;227;0;;0
2021-01-12;30 o menos;F;Sputnik;Privado;12;0;;0
2021-01-12;41 a 50;F;Sputnik;Privado;30;0;;0
2021-01-12;30 o menos;F;Sputnik;Publico nacional;33;0;;0
2021-01-12;30 o menos;F;Sputnik;Publico;145;0;;0
2021-01-12;61 a 70;M;Sputnik;Publico nacional;1;0;;0
2021-01-12;61 a 70;F;Sputnik;Privado;1;0;;0
2021-01-12;51 a 60;M;Sputnik;Publico nacional;9;0;;0
2021-01-12;51 a 60;M;Sputnik;Publico;86;0;;0
2021-01-12;51 a 60;M;Sputnik;Privado;13;0;;0
2021-01-12;51 a 60;F;Sputnik;Publico nacional;22;0;;0
2021-01-12;51 a 60;F;Sputnik;Publico;174;0;;0
2021-01-12;41 a 50;M;Sputnik;Publico nacional;21;0;;0
2021-01-12;41 a 50;M;Sputnik;Publico;102;0;;0
2021-01-12;51 a 60;F;Sputnik;Privado;24;0;;0
2021-01-12;31 a 40;M;Sputnik;Publico;155;0;;0
2021-01-12;30 o menos;M;Sputnik;Privado;8;0;;0
2021-01-12;41 a 50;F;Sputnik;Publico nacional;31;0;;0
2021-01-12;30 o menos;M;Sputnik;Publico;72;0;;0
2021-01-12;31 a 40;M;Sputnik;Publico nacional;32;0;;0
2021-01-12;41 a 50;M;Sputnik;Privado;27;0;;0
2021-01-12;30 o menos;M;Sputnik;Publico nacional;16;0;;0
2021-01-12;31 a 40;F;Sputnik;Publico;265;0;;0
2021-01-12;31 a 40;F;Sputnik;Publico nacional;56;0;;0
2021-01-12;31 a 40;M;Sputnik;Privado;48;0;;0
2021-01-12;31 a 40;F;Sputnik;Privado;67;0;;0
2021-01-13;30 o menos;M;Sputnik;Privado;30;0;;0
2021-01-13;30 o menos;M;Sputnik;Publico;36;0;;0
2021-01-13;30 o menos;F;Sputnik;Publico nacional;18;0;;0
2021-01-13;51 a 60;F;Sputnik;Privado;25;0;;0
2021-01-13;41 a 50;M;Sputnik;Publico nacional;18;0;;0
2021-01-13;41 a 50;M;Sputnik;Publico;88;0;;0
2021-01-13;30 o menos;M;Sputnik;Publico nacional;13;0;;0
2021-01-13;41 a 50;F;Sputnik;Publico;147;0;;0
2021-01-13;41 a 50;M;Sputnik;Privado;21;0;;0
2021-01-13;31 a 40;F;Sputnik;Publico;194;0;;0
2021-01-13;51 a 60;M;Sputnik;Publico nacional;12;0;;0
2021-01-13;51 a 60;M;Sputnik;Publico;67;0;;0
2021-01-13;51 a 60;M;Sputnik;Privado;16;0;;0
2021-01-13;31 a 40;F;Sputnik;Privado;88;0;;0
2021-01-13;51 a 60;F;Sputnik;Publico;115;0;;0
2021-01-13;31 a 40;F;Sputnik;Publico nacional;41;0;;0
2021-01-13;51 a 60;F;Sputnik;Publico nacional;14;0;;0
2021-01-13;31 a 40;M;Sputnik;Publico;91;0;;0
2021-01-13;30 o menos;F;Sputnik;Publico;113;0;;0
2021-01-13;30 o menos;F;Sputnik;Privado;47;0;;0
2021-01-13;61 a 70;M;Sputnik;Publico;1;0;;0
2021-01-13;31 a 40;M;Sputnik;Publico nacional;20;0;;0
2021-01-13;41 a 50;F;Sputnik;Privado;54;0;;0
2021-01-13;41 a 50;F;Sputnik;Publico nacional;32;0;;0
2021-01-13;31 a 40;M;Sputnik;Privado;53;0;;0
2021-01-14;30 o menos;F;Sputnik;Publico nacional;53;0;;0
2021-01-14;31 a 40;F;Sputnik;Privado;160;0;;0
2021-01-14;30 o menos;M;Sputnik;Privado;45;0;;0
2021-01-14;30 o menos;M;Sputnik;Publico;98;0;;0
2021-01-14;30 o menos;M;Sputnik;Publico nacional;26;0;;0
2021-01-14;31 a 40;F;Sputnik;Publico;264;0;;0
2021-01-14;41 a 50;M;Sputnik;Privado;50;0;;0
2021-01-14;31 a 40;M;Sputnik;Privado;116;0;;0
2021-01-14;31 a 40;F;Sputnik;Publico nacional;60;0;;0
2021-01-14;30 o menos;F;Sputnik;Publico;146;0;;0
2021-01-14;30 o menos;F;Sputnik;Privado;80;0;;0
2021-01-14;41 a 50;M;Sputnik;Publico;138;0;;0
2021-01-14;51 a 60;F;Sputnik;Privado;54;0;;0
2021-01-14;51 a 60;F;Sputnik;Publico;173;0;;0
2021-01-14;51 a 60;F;Sputnik;Publico nacional;27;0;;0
2021-01-14;51 a 60;M;Sputnik;Privado;27;0;;0
2021-01-14;51 a 60;M;Sputnik;Publico;82;0;;0
2021-01-14;51 a 60;M;Sputnik;Publico nacional;12;0;;0
2021-01-14;41 a 50;M;Sputnik;Publico nacional;28;0;;0
2021-01-14;31 a 40;M;Sputnik;Publico;135;0;;0
2021-01-14;41 a 50;F;Sputnik;Publico nacional;42;0;;0
2021-01-14;41 a 50;F;Sputnik;Publico;233;0;;0
2021-01-14;41 a 50;F;Sputnik;Privado;117;0;;0
2021-01-14;31 a 40;M;Sputnik;Publico nacional;41;0;;0
2021-01-14;61 a 70;F;Sputnik;Publico;1;0;;0
2021-01-15;30 o menos;F;Sputnik;Privado;157;0;;0
2021-01-15;41 a 50;M;Sputnik;Privado;95;0;;0
2021-01-15;41 a 50;F;Sputnik;Publico nacional;51;0;;0
2021-01-15;41 a 50;F;Sputnik;Publico;396;0;;0
2021-01-15;41 a 50;F;Sputnik;Privado;164;0;;0
2021-01-15;31 a 40;M;Sputnik;Publico nacional;27;0;;0
2021-01-15;31 a 40;M;Sputnik;Publico;278;0;;0
2021-01-15;31 a 40;M;Sputnik;Privado;160;0;;0
2021-01-15;31 a 40;F;Sputnik;Privado;251;0;;0
2021-01-15;31 a 40;F;Sputnik;Publico;469;0;;0
2021-01-15;30 o menos;M;Sputnik;Publico nacional;16;0;;0
2021-01-15;30 o menos;M;Sputnik;Publico;130;0;;0
2021-01-15;41 a 50;M;Sputnik;Publico;182;0;;0
2021-01-15;30 o menos;M;Sputnik;Privado;69;0;;0
2021-01-15;30 o menos;F;Sputnik;Publico nacional;37;0;;0
2021-01-15;30 o menos;F;Sputnik;Publico;255;0;;0
2021-01-15;31 a 40;F;Sputnik;Publico nacional;50;0;;0
2021-01-15;41 a 50;M;Sputnik;Publico nacional;31;0;;0
2021-01-15;51 a 60;F;Sputnik;Publico nacional;27;0;;0
2021-01-15;51 a 60;F;Sputnik;Publico;282;0;;0
2021-01-15;51 a 60;M;Sputnik;Privado;48;0;;0
2021-01-15;51 a 60;M;Sputnik;Publico;145;0;;0
2021-01-15;51 a 60;M;Sputnik;Publico nacional;12;0;;0
2021-01-15;61 a 70;F;Sputnik;Privado;2;0;;0
2021-01-15;61 a 70;F;Sputnik;Publico;1;0;;0
2021-01-15;51 a 60;F;Sputnik;Privado;72;0;;0
2021-01-16;41 a 50;F;Sputnik;Publico nacional;18;0;;0
2021-01-16;41 a 50;M;Sputnik;Privado;20;0;;0
2021-01-16;41 a 50;M;Sputnik;Publico;96;0;;0
2021-01-16;51 a 60;M;Sputnik;Privado;16;0;;0
2021-01-16;51 a 60;F;Sputnik;Publico;101;0;;0
2021-01-16;41 a 50;F;Sputnik;Publico;191;0;;0
2021-01-16;51 a 60;M;Sputnik;Publico;61;0;;0
2021-01-16;51 a 60;M;Sputnik;Publico nacional;5;0;;0
2021-01-16;51 a 60;F;Sputnik;Privado;22;0;;0
2021-01-16;41 a 50;F;Sputnik;Privado;35;0;;0
2021-01-16;31 a 40;F;Sputnik;Publico nacional;27;0;;0
2021-01-16;31 a 40;M;Sputnik;Publico;101;0;;0
2021-01-16;31 a 40;M;Sputnik;Privado;56;0;;0
2021-01-16;31 a 40;F;Sputnik;Publico;205;0;;0
2021-01-16;31 a 40;F;Sputnik;Privado;95;0;;0
2021-01-16;30 o menos;M;Sputnik;Publico nacional;7;0;;0
2021-01-16;30 o menos;M;Sputnik;Publico;68;0;;0
2021-01-16;30 o menos;M;Sputnik;Privado;21;0;;0
2021-01-16;30 o menos;F;Sputnik;Publico nacional;13;0;;0
2021-01-16;30 o menos;F;Sputnik;Publico;100;0;;0
2021-01-16;30 o menos;F;Sputnik;Privado;41;0;;0
2021-01-16;31 a 40;M;Sputnik;Publico nacional;19;0;;0
2021-01-16;41 a 50;M;Sputnik;Publico nacional;5;0;;0
2021-01-16;51 a 60;F;Sputnik;Publico nacional;8;0;;0
2021-01-17;41 a 50;F;Sputnik;Publico nacional;13;0;;0
2021-01-17;41 a 50;M;Sputnik;Privado;20;0;;0
2021-01-17;30 o menos;M;Sputnik;Publico nacional;17;0;;0
2021-01-17;31 a 40;M;Sputnik;Publico nacional;13;0;;0
2021-01-17;30 o menos;M;Sputnik;Publico;25;0;;0
2021-01-17;41 a 50;F;Sputnik;Privado;40;0;;0
2021-01-17;41 a 50;F;Sputnik;Publico;100;0;;0
2021-01-17;31 a 40;F;Sputnik;Privado;96;0;;0
2021-01-17;51 a 60;M;Sputnik;Publico nacional;1;0;;0
2021-01-17;51 a 60;M;Sputnik;Privado;10;0;;0
2021-01-17;51 a 60;F;Sputnik;Privado;16;0;;0
2021-01-17;31 a 40;F;Sputnik;Publico;107;0;;0
2021-01-17;51 a 60;M;Sputnik;Publico;23;0;;0
2021-01-17;31 a 40;M;Sputnik;Privado;40;0;;0
2021-01-17;41 a 50;M;Sputnik;Publico;41;0;;0
2021-01-17;41 a 50;M;Sputnik;Publico nacional;11;0;;0
2021-01-17;31 a 40;F;Sputnik;Publico nacional;11;0;;0
2021-01-17;30 o menos;F;Sputnik;Privado;49;0;;0
2021-01-17;30 o menos;F;Sputnik;Publico;36;0;;0
2021-01-17;51 a 60;F;Sputnik;Publico;59;0;;0
2021-01-17;30 o menos;F;Sputnik;Publico nacional;8;0;;0
2021-01-17;30 o menos;M;Sputnik;Privado;24;0;;0
2021-01-17;31 a 40;M;Sputnik;Publico;60;0;;0
2021-01-17;51 a 60;F;Sputnik;Publico nacional;9;0;;0
2021-01-18;41 a 50;M;Sputnik;Privado;17;0;;0
2021-01-18;51 a 60;M;Sputnik;Publico nacional;9;0;;0
2021-01-18;51 a 60;M;Sputnik;Publico;24;0;;0
2021-01-18;51 a 60;M;Sputnik;Privado;10;0;;0
2021-01-18;51 a 60;F;Sputnik;Publico nacional;11;0;;0
2021-01-18;51 a 60;F;Sputnik;Privado;12;0;;0
2021-01-18;41 a 50;M;Sputnik;Publico nacional;11;0;;0
2021-01-18;41 a 50;M;Sputnik;Publico;28;0;;0
2021-01-18;41 a 50;F;Sputnik;Publico nacional;26;0;;0
2021-01-18;51 a 60;F;Sputnik;Publico;32;0;;0
2021-01-18;41 a 50;F;Sputnik;Privado;17;0;;0
2021-01-18;30 o menos;F;Sputnik;Publico;31;0;;0
2021-01-18;30 o menos;F;Sputnik;Publico nacional;17;0;;0
2021-01-18;30 o menos;M;Sputnik;Privado;4;0;;0
2021-01-18;41 a 50;F;Sputnik;Publico;60;0;;0
2021-01-18;30 o menos;M;Sputnik;Publico;16;0;;0
2021-01-18;30 o menos;F;Sputnik;Privado;6;0;;0
2021-01-18;30 o menos;M;Sputnik;Publico nacional;9;0;;0
2021-01-18;31 a 40;F;Sputnik;Publico;51;0;;0
2021-01-18;31 a 40;F;Sputnik;Publico nacional;28;0;;0
2021-01-18;31 a 40;M;Sputnik;Privado;10;0;;0
2021-01-18;31 a 40;M;Sputnik;Publico;36;0;;0
2021-01-18;31 a 40;M;Sputnik;Publico nacional;15;0;;0
2021-01-18;31 a 40;F;Sputnik;Privado;25;0;;0
2021-01-19;41 a 50;M;Sputnik;Privado;9;0;;0
2021-01-19;30 o menos;M;Sputnik;Publico nacional;2;0;;0
2021-01-19;30 o menos;M;Sputnik;Publico;14;15;;0
